"imie_nazwisko","pseudonim","data_urodzenia","miejsce_urodzenia","pod_wplywem","plec","miejsce_smierci"
"Frank Schätzing","","1957-05-28T00:00:00Z","Kolonia","","mężczyzna",""
"Christian Friedrich Daniel Schubart","","1739-03-24T00:00:00Z","Obersontheim","","mężczyzna","Stuttgart"
"Henryk III Dostojny","","1215-01-01T00:00:00Z","Miśnia","","mężczyzna","Drezno"
"Hans Robert Jauss","","1921-12-12T00:00:00Z","Göppingen","","mężczyzna","Konstancja"
"Alfred Henschke","Klabund","1890-11-04T00:00:00Z","Krosno Odrzańskie","","mężczyzna","Davos"
"Maximilian zu Wied-Neuwied","","1782-09-23T00:00:00Z","Neuwied","","mężczyzna","Neuwied"
"Paul de Lagarde","","1827-11-02T00:00:00Z","Berlin","","mężczyzna","Getynga"
"Mario Adorf","","1930-09-08T00:00:00Z","Zurych","","mężczyzna",""
"Albrecht Behmel","","1971-03-24T00:00:00Z","Schwarzwald","","mężczyzna",""
"Johann Arndt","","1556-01-06T00:00:00Z","Ballenstedt","","mężczyzna","Celle"
"Wolfhart Pannenberg","","1928-10-02T00:00:00Z","Szczecin","","mężczyzna","Monachium"
"Walter Kempowski","","1929-04-29T00:00:00Z","Rostock","","mężczyzna","Rotenburg"
"Paul Mattick","","1904-03-13T00:00:00Z","Słupsk","","mężczyzna","Cambridge"
"Eleonora Marks","","1855-01-16T00:00:00Z","Londyn","","kobieta","Londyn"
"Ferdinand Gregorovius","","1821-01-19T00:00:00Z","Nidzica","","mężczyzna","Monachium"
"Johanna Schopenhauer","","1766-07-03T00:00:00Z","Gdańsk","","kobieta","Jena"
"Johanna Schopenhauer","","1766-07-09T00:00:00Z","Gdańsk","","kobieta","Jena"
"Theodor Lessing","","1872-02-08T00:00:00Z","Hanower","","mężczyzna","Mariańskie Łaźnie"
"Kurd Lasswitz","","1848-04-20T00:00:00Z","Wrocław","","mężczyzna","Gotha"
"Felix Dahn","","1834-02-09T00:00:00Z","Hamburg","","mężczyzna","Wrocław"
"Heinrich Kuhl","","1797-09-17T00:00:00Z","Hanau","","mężczyzna","Bogor"
"Marie-Cécile Moerdijk","","1929-05-24T00:00:00Z","Zuiddorpe","","kobieta",""
"Markus Zusak","","1975-06-23T00:00:00Z","Sydney","","mężczyzna",""
"Qurratulain Hyder","","1927-01-20T00:00:00Z","Aligarh","","kobieta","Noida"
"Arnold Ruge","","1802-09-13T00:00:00Z","Bergen auf Rügen","","mężczyzna","Brighton"
"Hans von Staden","","1525-01-01T00:00:00Z","Homberg","","mężczyzna","Wolfhagen"
"Ludwig Renn","","1889-04-22T00:00:00Z","Drezno","","mężczyzna","Berlin"
"Meret Oppenheim","","1913-10-06T00:00:00Z","Charlottenburg","","kobieta","Sion"
"Erika Mann","","1905-11-09T00:00:00Z","Monachium","","kobieta","Zurych"
"Georg Heym","","1887-10-30T00:00:00Z","Jelenia Góra","","mężczyzna","Berlin"
"Uwe Johnson","","1934-07-20T00:00:00Z","Kamień Pomorski","","mężczyzna","Sheerness"
"Uwe Timm","","1940-03-30T00:00:00Z","Hamburg","","mężczyzna",""
"Georg Gottfried Gervinus","","1805-05-20T00:00:00Z","Darmstadt","","mężczyzna","Heidelberg"
"Maria Antonina Wittelsbach","","1724-07-18T00:00:00Z","Monachium","","kobieta","Drezno"
"August Stramm","","1874-07-29T00:00:00Z","Münster","","mężczyzna","Kobryń"
"Carl Sternheim","","1878-04-01T00:00:00Z","Lipsk","","mężczyzna","Brussels"
"Luděk Pachman","","1924-05-11T00:00:00Z","Bělá pod Bezdězem","","mężczyzna","Pasawa"
"Nikolaus Pevsner","","1902-01-30T00:00:00Z","Lipsk","","mężczyzna","Londyn"
"Arkadij Strugacki","С. Бережков","1925-08-28T00:00:00Z","Batumi","","mężczyzna","Moskwa"
"Arkadij Strugacki","С. Ярославцев","1925-08-28T00:00:00Z","Batumi","","mężczyzna","Moskwa"
"Erich Mühsam","","1878-04-06T00:00:00Z","Berlin","","mężczyzna","Oranienburg"
"Schorsch Kamerun","","1963-01-01T00:00:00Z","Timmendorfer Strand","","mężczyzna",""
"Günter Weitling","","1935-01-01T00:00:00Z","Haderslev","","mężczyzna",""
"Nikolaus Piper","","1952-06-17T00:00:00Z","Hamburg","","mężczyzna",""
"Walter Kolbenhoff","","1908-05-20T00:00:00Z","Berlin","","mężczyzna","Germering"
"Irmgard Litten","","1879-08-30T00:00:00Z","Halle","","kobieta","Berlin Wschodni"
"Marliese Echner-Klingmann","","1937-01-26T00:00:00Z","Heidelberg","","kobieta",""
"Marie Goslich","","1859-02-24T00:00:00Z","Frankfurt nad Odrą","","kobieta","Obrzyce"
"Boris Palmer","","1972-05-28T00:00:00Z","Waiblingen","","mężczyzna",""
"Johann Baptist Mehler","","1860-06-14T00:00:00Z","Tirschenreuth","","mężczyzna","Ratyzbona"
"Dörte von Westernhagen","","1943-08-05T00:00:00Z","Perleberg","","kobieta",""
"David Veit","","1771-11-08T00:00:00Z","Wrocław","","mężczyzna",""
"Theo Sommer","","1930-06-10T00:00:00Z","Konstancja","","mężczyzna",""
"Clärenore Stinnes","","1901-01-21T00:00:00Z","Mülheim an der Ruhr","","kobieta",""
"Christl Ruth Vonholdt","","1954-01-01T00:00:00Z","","","kobieta",""
"Theodor Hausmann","","1963-07-12T00:00:00Z","Augsburg","","mężczyzna",""
"Renate Seydel","","1935-01-01T00:00:00Z","Q1323384","","kobieta",""
"Friedrich Christian Feustking","","1678-01-01T00:00:00Z","","","mężczyzna",""
"Sophie Dorothee von Podewils","","1909-02-16T00:00:00Z","Bamberg","","kobieta","Starnberg"
"Ludwig Reiners","","1896-01-21T00:00:00Z","Racibórz","","mężczyzna","Monachium"
"Anny Wienbruch","","1899-07-09T00:00:00Z","Metz","","kobieta","Kierspe"
"Friedrich Märker","","1893-03-07T00:00:00Z","Augsburg","","mężczyzna","Feldafing"
"Joachim Aberlin","","","Gallmannsweil","","mężczyzna",""
"Jörg Graser","","1951-12-30T00:00:00Z","Heidelberg","","mężczyzna",""
"Jürgen Schreiber","","1947-01-30T00:00:00Z","Heilbronn","","mężczyzna",""
"Elsa Bernstein","Ernst Rosmer","1866-10-28T00:00:00Z","Wiedeń","","kobieta","Hamburg"
"Adolf Treichel","","1869-10-26T00:00:00Z","Prabuty","","mężczyzna","Gdańsk"
"Julius Ludwig August Koch","","1841-12-04T00:00:00Z","Laichingen","","mężczyzna","Zwiefalten"
"Gloria Beck","","1968-01-04T00:00:00Z","Kolonia","","kobieta",""
"Raimon Weber","","1961-03-27T00:00:00Z","Unna","","mężczyzna",""
"Karl Ferdinand Schmid","","1750-02-26T00:00:00Z","Eisleben","","mężczyzna","Wittenberga"
"Stefan Zekorn","","1959-10-03T00:00:00Z","Datteln","","mężczyzna",""
"Arne Birkenstock","","1967-12-07T00:00:00Z","Siegen","","mężczyzna",""
"Simon Rottmanner","","1740-02-02T00:00:00Z","Erding","","mężczyzna",""
"Matthias Frings","","1953-04-14T00:00:00Z","Akwizgran","","mężczyzna",""
"Herbert Wetterauer","","1957-04-21T00:00:00Z","","","mężczyzna",""
"Elise Reimarus","","1735-01-22T00:00:00Z","Hamburg","","kobieta","Hamburg"
"Hans Domizlaff","","1892-05-09T00:00:00Z","Frankfurt nad Menem","","mężczyzna","Hamburg"
"Karl I Albrecht","","1897-12-10T00:00:00Z","Szwabia","","mężczyzna","Tybinga"
"Barbara Bartos-Höppner","","1923-11-04T00:00:00Z","Q976705","","kobieta","Nottensdorf"
"Elke Erb","","1938-02-18T00:00:00Z","Rheinbach","","kobieta",""
"Theodor von Kobbe","","1798-06-08T00:00:00Z","Glückstadt","","mężczyzna","Oldenburg"
"Albrecht von Herzeele","","1821-06-23T00:00:00Z","Q1530804","","mężczyzna",""
"Theodor von Hallberg-Broich","","1768-09-08T00:00:00Z","Q1589985","","mężczyzna","Landshut"
"Georg Hirschfeld","","1873-02-11T00:00:00Z","Berlin","","mężczyzna","Monachium"
"Johann Eduard Wappäus","","1812-05-17T00:00:00Z","Hamburg","","mężczyzna",""
"Artur Brausewetter","","1864-03-27T00:00:00Z","Szczecin","","mężczyzna","Heidelberg"
"Hermann Adalbert Daniel","","1812-11-18T00:00:00Z","Köthen (Anhalt)","","mężczyzna","Lipsk"
"Robert Zimmer","","1953-10-25T00:00:00Z","Trewir","","mężczyzna",""
"Rahel Sanzara","","1894-02-09T00:00:00Z","Jena","","kobieta","Berlin"
"Anton Memminger","","1846-04-02T00:00:00Z","Straubing","","mężczyzna","Schonungen"
"Heinrich Steinhowel","","1412-01-01T00:00:00Z","Weil der Stadt","","mężczyzna","Ulm"
"Josef W. Janker","","1922-08-07T00:00:00Z","Wolfegg","","mężczyzna","Ravensburg"
"Gerhard Mauz","","1925-11-29T00:00:00Z","Tybinga","","mężczyzna","Reinbek"
"Ida Friederike Görres","","1901-12-02T00:00:00Z","Poběžovice","","kobieta","Frankfurt nad Menem"
"Ingolf U. Dalferth","","1948-07-09T00:00:00Z","Stuttgart","","mężczyzna",""
"Khalid al-Maaly","","1956-04-15T00:00:00Z","Samawa","","mężczyzna",""
"Angelika Overath","","1957-07-17T00:00:00Z","Karlsruhe","","kobieta",""
"Thomas Pollan","","1971-01-01T00:00:00Z","","","mężczyzna",""
"Christine Westermann","","1948-12-02T00:00:00Z","Erfurt","","kobieta",""
"Friedrich Christoph von Saldern","","1719-01-02T00:00:00Z","Plattenburg","","mężczyzna","Magdeburg"
"Friedrich Christoph von Saldern","","1719-06-02T00:00:00Z","Plattenburg","","mężczyzna","Magdeburg"
"Jenny Hirsch","","1829-11-25T00:00:00Z","Zerbst/Anhalt","","kobieta","Berlin"
"Andreas Tscherning","","1611-11-18T00:00:00Z","Bolesławiec","","mężczyzna","Rostock"
"John Bunyan","","1628-11-28T00:00:00Z","Bedford","","mężczyzna","Londyn"
"Hans Ehrenbaum-Degele","","1889-07-24T00:00:00Z","Berlin","","mężczyzna",""
"Jobus Fincelius","","","Weimar","","mężczyzna","Zwickau"
"Alan Arkin","","1934-03-26T00:00:00Z","Nowy Jork","","mężczyzna",""
"Johannes Heinrich August Ebrard","","1818-01-18T00:00:00Z","Erlangen","","mężczyzna","Erlangen"
"Gabriele Kuby","","1944-01-01T00:00:00Z","Konstancja","","kobieta",""
"Maria Matray","","1907-07-14T00:00:00Z","Niederschönhausen","","kobieta","Monachium"
"Anton Denikin","","1872-12-16T00:00:00Z","Włocławek","","mężczyzna","Ann Arbor"
"Rochus von Rheinbaben","","1893-10-02T00:00:00Z","Berlin","","mężczyzna","Charlottenburg"
"Ursel Scheffler","","1938-07-29T00:00:00Z","Norymberga","","kobieta",""
"Heinrich Smidt","","1798-12-18T00:00:00Z","Altona","","mężczyzna","Berlin"
"Anna Siemsen","","1882-01-18T00:00:00Z","Hamm","","kobieta","Hamburg"
"Georg Klein","","1953-03-29T00:00:00Z","Augsburg","","mężczyzna",""
"Karl-Heinz Frieser","","1949-01-01T00:00:00Z","Pressath","","mężczyzna",""
"Jeanette Zwingenberger","","1962-01-01T00:00:00Z","Memmingen","","kobieta",""
"Adolf Matthias Hildebrandt","","1844-06-16T00:00:00Z","Mieste","","mężczyzna","Berlin"
"Max Kruse","","1921-11-19T00:00:00Z","Bad Kösen","","mężczyzna","Penzberg"
"François Mossmann","","1942-01-28T00:00:00Z","Pau","","mężczyzna",""
"Agnes von Zahn-Harnack","","1884-06-19T00:00:00Z","Gießen","","kobieta","Berlin"
"David Chotjewitz","","1964-05-14T00:00:00Z","Berlin","","mężczyzna",""
"Walter Kaufmann","","1924-01-19T00:00:00Z","Berlin","","mężczyzna",""
"Ernst-Jürgen Dreyer","","1934-08-20T00:00:00Z","Oschatz","","mężczyzna","Neuss"
"Walter Greiling","","1900-09-05T00:00:00Z","Neu-Isenburg","","mężczyzna","Neu-Isenburg"
"Ingo Petzke","","1947-09-18T00:00:00Z","Belm","","mężczyzna",""
"Bernd Dost","","1939-05-16T00:00:00Z","Dortmund","","mężczyzna",""
"Hans G. Helms","","1932-06-08T00:00:00Z","Teterow","","mężczyzna","Friedrichshain"
"Dietrich of Apolda","","1228-01-01T00:00:00Z","","","mężczyzna",""
"Karl Ibach","","1915-04-03T00:00:00Z","Elberfeld","","mężczyzna",""
"Klaus Dede","","1935-06-01T00:00:00Z","Nordenham","","mężczyzna",""
"Ernst Hofmann","","1880-12-07T00:00:00Z","Wrocław","","mężczyzna","Poczdam"
"Wilhelm Ahrens","","1872-03-03T00:00:00Z","Lübz","","mężczyzna","Rostock"
"Walter Bockmayer","","1948-07-04T00:00:00Z","Pirmasens","","mężczyzna","Kolonia"
"Rollo Gebhard","","1921-07-07T00:00:00Z","Salzburg","","mężczyzna","Bad Wiessee"
"Ernst Friedrich Löhndorff","","1899-03-13T00:00:00Z","Frankfurt nad Menem","","mężczyzna","Waldshut-Tiengen"
"Paulus Stephanus Cassel","","1821-02-27T00:00:00Z","Śląsk","","mężczyzna","Friedenau"
"Edwin Erich Dwinger","","1898-04-23T00:00:00Z","Kilonia","","mężczyzna","Gmund am Tegernsee"
"Christiane Sadlo","Inga Lindström","1954-01-25T00:00:00Z","Ravensburg","","kobieta",""
"Heidrun Gerzymisch","","1944-01-01T00:00:00Z","Gusow-Platkow","","kobieta",""
"Oliver Henkel","","1973-11-09T00:00:00Z","Lubeka","","mężczyzna",""
"Karl Heise","","1872-11-27T00:00:00Z","Berlin","","mężczyzna",""
"Karl-Heinz Tuschel","","1928-03-23T00:00:00Z","Magdeburg","","mężczyzna","Berlin"
"Dankwart Danckwerts","","1933-01-01T00:00:00Z","Hamburg","","mężczyzna",""
"Hugo Grau","","1899-04-15T00:00:00Z","","","mężczyzna",""
"Buckminster Fuller","","1895-07-12T00:00:00Z","Milton","Bertrand Russell","mężczyzna","Los Angeles"
"Buckminster Fuller","","1895-07-12T00:00:00Z","Milton","Alfred Korzybski","mężczyzna","Los Angeles"
"Rudolf Dulon","","1807-04-30T00:00:00Z","Stendal","","mężczyzna",""
"Jutta Richter","","1955-09-30T00:00:00Z","Steinfurt","","kobieta",""
"Lutz Rathenow","","1952-09-22T00:00:00Z","Jena","","mężczyzna",""
"Paul Gratzik","","1935-01-01T00:00:00Z","Lipowy Dwór","","mężczyzna",""
"Hans Reinowski","","1900-01-29T00:00:00Z","Bernburg","","mężczyzna","Darmstadt"
"Karl Riha","","1935-06-03T00:00:00Z","Český Krumlov","","mężczyzna",""
"Snorri Sturluson","","1179-01-01T00:00:00Z","Q1367073","","mężczyzna","Reykholt, Western Iceland"
"Johann Major","","1533-01-12T00:00:00Z","Jachymów","","mężczyzna","Zerbst/Anhalt"
"Konrad Heresbach","","1496-09-06T00:00:00Z","Mettmann","","mężczyzna","Wesel"
"Richard M. Weiner","","1930-01-01T00:00:00Z","Czerniowce","","mężczyzna",""
"Bernhard Edmaier","","1957-01-01T00:00:00Z","Monachium","","mężczyzna",""
"Peter Paul Althaus","","1892-07-28T00:00:00Z","Münster","","mężczyzna","Monachium"
"Heiner Koch","","1954-01-01T00:00:00Z","Düsseldorf","","mężczyzna",""
"Matthias Altenburg","","1958-01-01T00:00:00Z","Fulda","","mężczyzna",""
"Andreas Kossert","","1970-09-03T00:00:00Z","Hann. Münden","","mężczyzna",""
"Rudolf Fischer","","1901-03-06T00:00:00Z","Drezno","","mężczyzna","Drezno"
"Rosemarie Schuder","","1928-01-01T00:00:00Z","Jena","","kobieta",""
"Thor Kunkel","","1963-01-01T00:00:00Z","Frankfurt nad Menem","","mężczyzna",""
"Oliver Kalkofe","","1965-09-12T00:00:00Z","Hanower","","mężczyzna",""
"Jaroslav Seifert","","1901-09-23T00:00:00Z","Žižkov","","mężczyzna","Praga"
"Reinhard Karl","","1946-11-03T00:00:00Z","Heidelberg","","mężczyzna",""
"Felix Rexhausen","","1932-12-31T00:00:00Z","Kolonia","","mężczyzna","Hamburg"
"Harriet Beecher Stowe","","1811-06-14T00:00:00Z","Litchfield","","kobieta","Hartford"
"Alexander Görlach","","1976-12-28T00:00:00Z","Ludwigshafen am Rhein","","mężczyzna",""
"Paul Alfred Kleinert","","1960-02-24T00:00:00Z","Lipsk","","mężczyzna",""
"Dietrich Gresemund","","1475-01-01T00:00:00Z","Spira","","mężczyzna","Moguncja"
"Wolf Klaußner","","1930-10-03T00:00:00Z","Lichtenau","","mężczyzna",""
"Johannes Hertel","","1872-03-13T00:00:00Z","Zwickau","","mężczyzna","Lipsk"
"Julius Lehr","","1845-10-18T00:00:00Z","Schotten","","mężczyzna","Monachium"
"Erika Riemann","","1930-12-25T00:00:00Z","Mühlhausen/Thüringen","","kobieta",""
"Hermann von Bötticher","","1887-01-01T00:00:00Z","Eldingen","","mężczyzna","Zamek Sonnenstein"
"Tanja Langer","","1962-09-10T00:00:00Z","Wiesbaden","","kobieta",""
"Johannes Trojan","","1837-08-14T00:00:00Z","Gdańsk","","mężczyzna","Rostock"
"Friedrich Endemann","","1857-05-24T00:00:00Z","Fulda","","mężczyzna","Heidelberg"
"Albert Curtz","","1600-01-01T00:00:00Z","Monachium","","mężczyzna","Monachium"
"Reinhold Aman","","1936-04-08T00:00:00Z","Fürstenzell","","mężczyzna",""
"Michael Rutschky","","1943-05-25T00:00:00Z","Berlin","","mężczyzna",""
"Lena Falkenhagen","","1973-01-01T00:00:00Z","Celle","","kobieta",""
"Ruth-Maria Kubitschek","","1931-08-02T00:00:00Z","Chomutov","","kobieta",""
"Michaił Tal","","1936-11-09T00:00:00Z","Ryga","","mężczyzna","Moskwa"
"Theodoricus Engelhusius","","1362-01-01T00:00:00Z","","","mężczyzna",""
"Wolfgang Bittner","","1941-07-29T00:00:00Z","Gliwice","","mężczyzna",""
"Hans Hansen Palmus","","1901-09-21T00:00:00Z","Sønderborg","","mężczyzna","Hamburg"
"Christine Neubauer","","1962-06-24T00:00:00Z","Monachium","","kobieta",""
"Jens Exler","","1914-07-24T00:00:00Z","Flensburg","","mężczyzna","Flensburg"
"Gerrit Herlyn","","1909-07-20T00:00:00Z","Midlum","","mężczyzna","Leer"
"Gerd Spiekermann","","1952-01-01T00:00:00Z","Ovelgönne","","mężczyzna",""
"Heinrich Schmidt-Barrien","","1902-01-19T00:00:00Z","Uthlede","","mężczyzna","Lilienthal"
"Heinrich Deumeland","","1822-04-08T00:00:00Z","Q1958131","","mężczyzna","Q1958131"
"Ernst Behrens","","1878-11-05T00:00:00Z","Glückstadt","","mężczyzna","Elmshorn"
"Moritz Jahn","","1884-01-01T00:00:00Z","Lilienthal","","mężczyzna","Getynga"
"Georg Ruseler","","1866-01-11T00:00:00Z","","","mężczyzna","Oldenburg"
"Konrad Hansen","","1933-01-01T00:00:00Z","Kilonia","","mężczyzna","Heikendorf"
"Martin Selber","","1924-02-27T00:00:00Z","Drezno","","mężczyzna","Domersleben"
"Christine Koch","","1869-04-23T00:00:00Z","Herhagen","","kobieta","Schmallenberg"
"Dennis Hopper","","1936-05-17T00:00:00Z","Dodge City","","mężczyzna","Venice"
"Günter Maschke","","1943-01-15T00:00:00Z","Erfurt","","mężczyzna",""
"Abraham Wieling","","1693-01-01T00:00:00Z","Hamm","","mężczyzna","Utrecht"
"Peter Leonhard Braun","","1929-02-11T00:00:00Z","Berlin","","mężczyzna",""
"Jakob Immanuel Pyra","","1715-07-25T00:00:00Z","Chociebuż","","mężczyzna","Berlin"
"Hermann von dem Busche","","1468-01-01T00:00:00Z","Sassenberg","","mężczyzna","Dülmen"
"Johann Joseph Hoffmann","","1805-02-16T00:00:00Z","Würzburg","","mężczyzna","Haga"
"Miriam Dehne","","1968-02-23T00:00:00Z","Düsseldorf","","kobieta",""
"Paul Kornfeld","","1889-12-11T00:00:00Z","Praga","","mężczyzna","Ghetto Litzmannstadt"
"Yul Brynner","","1915-07-11T00:00:00Z","Władywostok","","mężczyzna","Nowy Jork"
"Kurt Heuser","","1903-12-23T00:00:00Z","Strasburg","","mężczyzna","Ebersberg"
"Mainhardt Graf von Nayhauß","","1926-01-01T00:00:00Z","Berlin","","mężczyzna",""
"Anicius Manlius Severinus Boethius","","0480-01-01T00:00:00Z","Rzym","Arystoteles","mężczyzna","Pawia"
"Anicius Manlius Severinus Boethius","","0480-01-01T00:00:00Z","Rzym","Seneka Młodszy","mężczyzna","Pawia"
"Anicius Manlius Severinus Boethius","","0480-01-01T00:00:00Z","Rzym","Augustyn z Hippony","mężczyzna","Pawia"
"Anicius Manlius Severinus Boethius","","0480-01-01T00:00:00Z","Rzym","Plotyn","mężczyzna","Pawia"
"Anicius Manlius Severinus Boethius","","0480-01-01T00:00:00Z","Rzym","Porfiriusz","mężczyzna","Pawia"
"Peter de Mendelssohn","","1908-06-01T00:00:00Z","Monachium","","mężczyzna","Monachium"
"Harriet Tubman","","1820-01-01T00:00:00Z","Hrabstwo Dorchester","","kobieta","Auburn"
"Jan Petersen","","1906-01-01T00:00:00Z","Berlin","","mężczyzna","Berlin"
"Cornelia Kempf","","1970-01-13T00:00:00Z","Augsburg","","kobieta",""
"Otto Zierer","","1909-01-01T00:00:00Z","Bamberg","","mężczyzna","Gröbenzell"
"Monika Feth","","1951-06-08T00:00:00Z","Hagen","","kobieta",""
"Marcus Braun","","1971-01-01T00:00:00Z","Bullay","","mężczyzna",""
"Uve Schmidt","","1939-01-01T00:00:00Z","Wittenberga","","mężczyzna",""
"Johanna Walser","","1957-01-01T00:00:00Z","Ulm","","kobieta",""
"Dorothea Kleine","","1928-03-06T00:00:00Z","Górny Śląsk","","kobieta","Chociebuż"
"Maike Wetzel","","1974-01-01T00:00:00Z","Groß-Gerau","","kobieta",""
"Petra Mönter","","1962-01-01T00:00:00Z","Bensberg","","kobieta",""
"Margarete Beutler","","1876-01-13T00:00:00Z","Goleniów","","kobieta","Gammertingen"
"Charlotte Richter-Peill","","1969-07-10T00:00:00Z","Norymberga","","kobieta",""
"Hans Chlumberg","","1897-01-01T00:00:00Z","Wiedeń","","mężczyzna","Lipsk"
"Cornelia Manikowsky","","1961-12-03T00:00:00Z","Hamburg","","kobieta",""
"Ralf Bönt","","1963-01-01T00:00:00Z","Lich","","mężczyzna",""
"Monika Buttler","","1939-01-01T00:00:00Z","Berlin","","kobieta",""
"Kari Köster-Lösche","","1946-01-01T00:00:00Z","Lubeka","","kobieta",""
"Jan Beinßen","","1965-01-01T00:00:00Z","Stadthagen","","mężczyzna",""
"Eduard Zeller","","1814-01-22T00:00:00Z","Steinheim an der Murr","","mężczyzna","Stuttgart"
"Ulrich von Wilamowitz-Moellendorff","","1848-12-22T00:00:00Z","Markowice","","mężczyzna","Berlin"
"Rüdiger Safranski","","1945-01-01T00:00:00Z","Rottweil","","mężczyzna",""
"Zinaida Gippius","","1869-11-20T00:00:00Z","Bielow","","kobieta","Paryż"
"Stanisław Hozjusz","","1504-05-05T00:00:00Z","Kraków","","mężczyzna","Capranica Prenestina"
"Henryk Rzewuski","","1791-05-03T00:00:00Z","Sławuta","","mężczyzna","Cudnów"
"Abd-ru-shin","","1875-04-18T00:00:00Z","Bischofswerda","","mężczyzna","Kipsdorf"
"Wolfgang Hohlbein","","1953-08-15T00:00:00Z","Weimar","","mężczyzna",""
"Eugen Drewermann","","1940-06-20T00:00:00Z","Bergkamen","","mężczyzna",""
"Princess Alexandra of Bavaria","","1826-08-26T00:00:00Z","Aschaffenburg","","kobieta","Monachium"
"Julia Franck","","1970-02-20T00:00:00Z","Berlin Wschodni","","kobieta",""
"Jean Dufresne","","1829-02-14T00:00:00Z","Berlin","","mężczyzna","Berlin"
"Franz de Paula von Schrank","","1747-08-21T00:00:00Z","Neuburg am Inn","","mężczyzna","Monachium"
"Karoline von Günderrode","","1780-02-11T00:00:00Z","Karlsruhe","","kobieta","Winkel"
"Walter Moers","","1957-05-24T00:00:00Z","Mönchengladbach","","mężczyzna",""
"Erich Weinert","","1890-08-04T00:00:00Z","Magdeburg","","mężczyzna","Berlin"
