"imie_nazwisko","pseudonim","data_urodzenia","miejsce_urodzenia","pod_wplywem","plec","miejsce_smierci"
"Konstantin Balmont","Дон","1867-06-15T00:00:00Z","Gubernia włodzimierska","","mężczyzna","Noisy-le-Grand"
"Konstantin Balmont","К.Б.","1867-06-15T00:00:00Z","Gubernia włodzimierska","","mężczyzna","Noisy-le-Grand"
"Konstantin Balmont","Лионель","1867-06-15T00:00:00Z","Gubernia włodzimierska","","mężczyzna","Noisy-le-Grand"
"James May","","1963-01-16T00:00:00Z","Bristol","","mężczyzna",""
"Paul Scheuring","","1968-11-20T00:00:00Z","Aurora","","mężczyzna",""
"Robert Silverberg","","1935-01-15T00:00:00Z","Nowy Jork","Roger Zelazny","mężczyzna",""
"Robert Silverberg","","1935-01-15T00:00:00Z","Brooklyn","Roger Zelazny","mężczyzna",""
"Robert Silverberg","","1935-01-15T00:00:00Z","Nowy Jork","Jack Vance","mężczyzna",""
"Robert Silverberg","","1935-01-15T00:00:00Z","Brooklyn","Jack Vance","mężczyzna",""
"Tybald IV","Thibaut le Chansonnier","1201-06-06T00:00:00Z","Troyes","","mężczyzna","Pampeluna"
"Tybald IV","Thibaut le Posthume","1201-06-06T00:00:00Z","Troyes","","mężczyzna","Pampeluna"
"Mychajło Hruszewski","","1866-09-29T00:00:00Z","Chełm","","mężczyzna","Kisłowodzk"
"Quan Deyu","","0759-01-01T00:00:00Z","","","mężczyzna",""
"Konstandinos Tsatsos","","1899-07-13T00:00:00Z","Ateny","","mężczyzna","Ateny"
"Adolph Bogislav Grulich","","1729-04-16T00:00:00Z","Altmittweida","","mężczyzna","Neustadt an der Orla"
"Adolph Gottfried Volusius","","1617-01-01T00:00:00Z","Hanau","","mężczyzna","Moguncja"
"Adolph Johannes Fischer","","1885-07-07T00:00:00Z","Gmunden","","mężczyzna","Salzburg"
"Vilhelm Moberg","","1898-08-20T00:00:00Z","Moshultamåla","","mężczyzna","Grisslehamn"
"Adolph Kohut","","1848-11-10T00:00:00Z","Mindszent","","mężczyzna","Berlin"
"Camilo Castelo Branco","","1825-03-16T00:00:00Z","Lizbona","","mężczyzna","Q1464859"
"Adolph Kurt Böhm","","1926-07-27T00:00:00Z","Oberlangenstadt","","mężczyzna",""
"Adolph L'Arronge","","1838-03-08T00:00:00Z","Hamburg","","mężczyzna","Kreuzlingen"
"Joseph Smallwood","","1900-12-24T00:00:00Z","Gambo, Newfoundland and Labrador","","mężczyzna","St. John's"
"Adolf Wildgruber","","1820-08-26T00:00:00Z","Innsbruck","","mężczyzna","Feldkirch"
"Adolf Wildgruber","","1825-08-26T00:00:00Z","Innsbruck","","mężczyzna","Feldkirch"
"Schack von Staffeldt","","1769-03-28T00:00:00Z","Garz","","mężczyzna","Gottorp"
"Adolph Wittmaack","","1878-06-30T00:00:00Z","Itzehoe","","mężczyzna","Hamburg"
"Adolph Albert Friedrich Wilhelm von Danckelmann","","1779-11-05T00:00:00Z","Czinsur","","mężczyzna","Bad Bibra"
"Adolph von Wenckstern","","1862-10-03T00:00:00Z","Prusy Wschodnie","","mężczyzna",""
"John Dickson Carr","","1906-11-30T00:00:00Z","Pensylwania","Robert Louis Stevenson","mężczyzna","Greenville"
"Edmund Morgan","","1916-01-17T00:00:00Z","Minneapolis","","mężczyzna","New Haven"
"Mojżesz Choreński","","0400-01-01T00:00:00Z","Harman","","mężczyzna","Armenia"
"Graham Peter Taylor","","1958-05-03T00:00:00Z","Scarborough","","mężczyzna",""
"Nic Balthazar","","1964-07-24T00:00:00Z","Gandawa","","mężczyzna",""
"Henry S. Foote","","1804-02-28T00:00:00Z","Hrabstwo Fauquier","","mężczyzna","Nashville"
"Rufin z Akwilei","","0345-01-01T00:00:00Z","Concordia Sagittaria","","mężczyzna","Mesyna"
"Adolphe Stoeber","","1810-07-07T00:00:00Z","Strasburg","","mężczyzna","Miluza"
"Adolphe Tanquerey","","1854-05-01T00:00:00Z","Blainville-sur-Mer","","mężczyzna","Aix-en-Provence"
"Andrew Marvell","","1621-03-31T00:00:00Z","Winestead","","mężczyzna","Londyn"
"Adolphe van Soust de Borckenfeldt","","1824-07-06T00:00:00Z","Brussels","","mężczyzna","Brussels"
"Hallgrimur Helgason","","1959-02-18T00:00:00Z","Reykjavík","","mężczyzna",""
"Adolphine von Werdeck","","1772-09-27T00:00:00Z","Chociebuż","","kobieta","Berlin"
"Francisco Pacheco","","1564-01-01T00:00:00Z","Sanlúcar de Barrameda","","mężczyzna","Sewilla"
"Stefan Żeromski","","1864-10-14T00:00:00Z","Kielce","","mężczyzna","Warszawa"
"Patrice Chéreau","","1944-11-02T00:00:00Z","Lézigné","","mężczyzna","Paryż"
"George William Russell","Æ","1867-04-10T00:00:00Z","Hrabstwo Armagh","","mężczyzna","Bournemouth"
"George William Russell","AE","1867-04-10T00:00:00Z","Hrabstwo Armagh","","mężczyzna","Bournemouth"
"Robert van Gulik","","1910-08-09T00:00:00Z","Zutphen","","mężczyzna","Haga"
"Terry Goodkind","","1948-05-01T00:00:00Z","Omaha","","mężczyzna",""
"John Lloyd","","1951-09-30T00:00:00Z","Dover","","mężczyzna",""
"Jean-Jacques Gautier","","1908-11-04T00:00:00Z","Essômes-sur-Marne","","mężczyzna","Paryż"
"Jonathan Latimer","","1906-10-23T00:00:00Z","Chicago","","mężczyzna","La Jolla"
"Roberto Freire","","1927-01-18T00:00:00Z","São Paulo","","mężczyzna","São Paulo"
"Clive Cussler","","1931-07-15T00:00:00Z","Aurora","","mężczyzna",""
"Guido Guinizelli","","1230-01-01T00:00:00Z","Bolonia","","mężczyzna","Monselice"
"Lars Saabye Christensen","","1953-09-21T00:00:00Z","Oslo","","mężczyzna",""
"Auguste de Villiers de L'Isle-Adam","","1838-11-07T00:00:00Z","Saint-Brieuc","","mężczyzna","Paryż"
"Sajat-Nowa","","1712-06-14T00:00:00Z","Tbilisi","","mężczyzna","Tbilisi"
"Hans Aanrud","","1863-09-03T00:00:00Z","Vestre Gausdal","","mężczyzna","Oslo"
"Christian Jacq","","1947-04-28T00:00:00Z","Paryż","","mężczyzna",""
"Fan Noli","","1882-01-06T00:00:00Z","İpsala","","mężczyzna","Fort Lauderdale"
"Gunnar Ekelöf","","1907-09-15T00:00:00Z","Sztokholm","","mężczyzna","Sigtuna"
"Trygve Gulbranssen","","1894-06-15T00:00:00Z","Christiania","","mężczyzna","Eidsberg"
"Frigyes Karinthy","","1887-06-25T00:00:00Z","Budapeszt","","mężczyzna","Siófok"
"Brunetto Latini","","1220-01-01T00:00:00Z","Florencja","","mężczyzna",""
"Imre Madách","","1823-01-20T00:00:00Z","Dolná Strehová","","mężczyzna","Dolná Strehová"
"Imre Madách","","1823-01-21T00:00:00Z","Dolná Strehová","","mężczyzna","Dolná Strehová"
"Tadeusz Dąbrowski","","1979-10-28T00:00:00Z","Elbląg","","mężczyzna",""
"Georgius Syncellus","","0800-01-01T00:00:00Z","","","mężczyzna",""
"Stéphane Dion","","1955-09-28T00:00:00Z","Québec","","mężczyzna",""
"Aloysius Bertrand","","1807-04-20T00:00:00Z","Ceva","","mężczyzna","Dijon"
"H. J. Blackham","","1903-03-31T00:00:00Z","Birmingham","","mężczyzna","Hereford"
"Wieniedikt Jerofiejew","","1938-10-24T00:00:00Z","Kandalakshsky District","","mężczyzna","Moskwa"
"Jerry Lucas","","1940-03-30T00:00:00Z","Middletown","","mężczyzna",""
"Ahmad Shamloo","","1925-12-12T00:00:00Z","Teheran","","mężczyzna","Karadż"
"Bohdan Arct","","1914-05-27T00:00:00Z","Warszawa","","mężczyzna","Siedlce"
"Jazeh Tabatabai","","1931-01-01T00:00:00Z","Teheran","","mężczyzna","Teheran"
"Robert Pirsig","","1928-09-06T00:00:00Z","Minneapolis","","mężczyzna","South Berwick"
"Cameron Duncan","","1986-04-20T00:00:00Z","Nowa Zelandia","","mężczyzna","Teksas"
"August Mälk","","1900-10-04T00:00:00Z","Gmina Lümanda","","mężczyzna","Szwecja"
"Lloyd Alexander","","1924-01-30T00:00:00Z","Filadelfia","","mężczyzna","Drexel Hill"
"Aleksander Suuman","","1927-04-25T00:00:00Z","Metsaküla","","mężczyzna","Tallinn"
"William Chomsky","","1896-01-15T00:00:00Z","Kupiel","","mężczyzna","Filadelfia"
"Dawid Szimoni","","1891-08-25T00:00:00Z","Bobrujsk","","mężczyzna","Tel Awiw-Jafa"
"Rafael Cadenas","","1930-04-08T00:00:00Z","Barquisimeto","","mężczyzna",""
"Rusticello z Pizy","","1300-01-01T00:00:00Z","Piza","","mężczyzna",""
"Esaias Tegnér","","1782-11-13T00:00:00Z","Gmina Säffle","","mężczyzna","Växjö"
"Awienus","","0305-01-01T00:00:00Z","Bolsena","","mężczyzna",""
"Gustaf Fröding","","1860-08-22T00:00:00Z","Q1614039","","mężczyzna","Sztokholm"
"William Congreve","","1670-01-24T00:00:00Z","Leeds","","mężczyzna","Londyn"
"Victor Adler","","1852-06-24T00:00:00Z","Praga","","mężczyzna","Wiedeń"
"José Antonio Ramos Sucre","","1890-06-09T00:00:00Z","Cumaná","","mężczyzna","Genewa"
"Osvaldo Bayer","","1927-02-18T00:00:00Z","Santa Fe","","mężczyzna",""
"Santiago Rusiñol","","1861-02-25T00:00:00Z","Barcelona","","mężczyzna","Aranjuez"
"José Lezama Lima","","1910-12-19T00:00:00Z","Hawana","","mężczyzna","Hawana"
"Donald Crisp","","1882-07-27T00:00:00Z","Londyn","","mężczyzna","Van Nuys"
"Olga Ábel","","1905-01-13T00:00:00Z","Fântânele","","kobieta","Budapeszt"
"Andy Dick","","1965-12-21T00:00:00Z","Charleston","","mężczyzna",""
"Murilo Rubião","","1916-07-01T00:00:00Z","Carmo de Minas","","mężczyzna","Belo Horizonte"
"Francesc Pujols","","1882-08-11T00:00:00Z","Barcelona","","mężczyzna","Martorell"
"Sean Stewart","","1965-06-02T00:00:00Z","Lubbock","","mężczyzna",""
"Jan Potocki","","1761-03-08T00:00:00Z","Pików","","mężczyzna","Uładówka"
"Kjell Arne Bratli","","1948-08-25T00:00:00Z","","","mężczyzna",""
"Marian Hemar","","1901-04-06T00:00:00Z","Lwów","","mężczyzna","Londyn"
"Gerard z Kremony","","1114-01-01T00:00:00Z","Cremona","","mężczyzna","Toledo"
"Michel-Jean Sedaine","","1719-06-02T00:00:00Z","Paryż","","mężczyzna","Paryż"
"Timajos","","-349-01-01T00:00:00Z","Taormina","","mężczyzna","Sicily"
"Ibn Jubayr","","1145-01-01T00:00:00Z","Walencja","","mężczyzna","Aleksandria"
"Peter Gandy","","2000-01-01T00:00:00Z","","","mężczyzna",""
"Jean-Jacques Pauvert","","1926-04-08T00:00:00Z","Paryż","","mężczyzna","Tulon"
"Linda Howard","","1950-08-03T00:00:00Z","Alabama","","kobieta",""
"Griselda Álvarez","","1913-04-05T00:00:00Z","Guadalajara","","kobieta","Meksyk"
"Stan Winston","","1946-04-07T00:00:00Z","Hrabstwo Arlington","","mężczyzna","Malibu"
"Kerry Thornley","","1938-04-17T00:00:00Z","Los Angeles","","mężczyzna","Atlanta"
"Elisar von Kupffer","Elisarion","1872-02-20T00:00:00Z","Tallinn","","mężczyzna","Minusio"
"Ahmad Ghazali","","1100-01-01T00:00:00Z","Tus","","mężczyzna","Kazwin"
"William McIlvanney","","1936-11-25T00:00:00Z","Kilmarnock","","mężczyzna","Netherlee"
"Arthur Upfield","","1890-09-01T00:00:00Z","Gosport","","mężczyzna","Nowa Południowa Walia"
"Andreas Maier","","1967-09-01T00:00:00Z","Bad Nauheim","","mężczyzna",""
"Omar Cabezas","","1950-01-01T00:00:00Z","León","","mężczyzna",""
"Pierre François Lacenaire","","1803-12-20T00:00:00Z","Lyon","","mężczyzna","Paryż"
"Philippe Blasband","","1964-07-26T00:00:00Z","Teheran","","mężczyzna",""
"Fitz Hugh Ludlow","","1836-09-11T00:00:00Z","Nowy Jork","","mężczyzna",""
"Lorenz Leopold Haschka","","1749-09-01T00:00:00Z","Wiedeń","","mężczyzna","Wiedeń"
"Abha Dawesar","","1974-01-01T00:00:00Z","Nowe Delhi","","kobieta",""
"Eginald Schlattner","","1933-09-13T00:00:00Z","Arad","","mężczyzna",""
"Eric Malpass","","1910-11-14T00:00:00Z","Derby","","mężczyzna","Bishop's Waltham"
"Karl August Tavaststjerna","","1860-05-13T00:00:00Z","Mikkeli","","mężczyzna","Pori"
"John Guare","","1938-02-05T00:00:00Z","Nowy Jork","","mężczyzna",""
"Nick McDonell","","1984-02-18T00:00:00Z","Nowy Jork","","mężczyzna",""
"Johannes Cornelis de Jonge","","1793-05-09T00:00:00Z","Zierikzee","","mężczyzna","Rijswijk"
"Ken Blanchard","","1939-05-06T00:00:00Z","City of Orange Township","","mężczyzna",""
"Louis Köhler","","1820-09-05T00:00:00Z","Brunszwik","","mężczyzna","Królewiec"
"Michael Killanin","","1914-07-30T00:00:00Z","Londyn","","mężczyzna","Dublin"
"Abhinawagupta","","0950-01-01T00:00:00Z","Dżammu i Kaszmir","","mężczyzna",""
"Francis Scott Key","","1779-08-01T00:00:00Z","Hrabstwo Carroll","","mężczyzna","Baltimore"
"Lygdamus","","-042-01-01T00:00:00Z","","","mężczyzna",""
"Wiaczesław Szyszkow","","1873-10-03T00:00:00Z","Bieżeck","","mężczyzna","Moskwa"
"John Maddox Roberts","","1947-06-25T00:00:00Z","Ohio","","mężczyzna",""
"Pellegrino Matteucci","","1850-10-12T00:00:00Z","Rawenna","","mężczyzna","Londyn"
"Thomas Ebendorfer","","1388-08-18T00:00:00Z","Niederhollabrunn","","mężczyzna","Wiedeń"
"Achille Campanile","","1899-09-28T00:00:00Z","Rzym","","mężczyzna","Lariano"
"Richard Rohr","","1943-03-20T00:00:00Z","Topeka","","mężczyzna",""
"Petr Borkovec","","1970-04-17T00:00:00Z","Louňovice pod Blaníkem","","mężczyzna",""
"Angelo Anelli","","1761-11-01T00:00:00Z","Desenzano del Garda","","mężczyzna","Pawia"
"George Chalmers","","1742-01-01T00:00:00Z","Szkocja","","mężczyzna","Londyn"
"Tom T. Hall","","1936-05-25T00:00:00Z","Olive Hill","","mężczyzna",""
"Sîn-lēqi-unninni","","","","","mężczyzna",""
"John Wilson Croker","","1780-12-20T00:00:00Z","Galway","","mężczyzna","London Borough of Richmond upon Thames"
"Richard Preston","","1954-08-05T00:00:00Z","Cambridge","","mężczyzna",""
"Josef Koukl","","1926-11-08T00:00:00Z","Brno","","mężczyzna","Litomierzyce"
"Martin Seligman","","1942-08-12T00:00:00Z","Albany","","mężczyzna",""
"Nestor","","1056-01-01T00:00:00Z","Kijów","","mężczyzna","Kijów"
"Andrew Harman","","1964-01-01T00:00:00Z","","","mężczyzna",""
"Péter Zilahy","","1970-01-01T00:00:00Z","Budapeszt","","mężczyzna",""
"Thomas Kingo","","1634-12-25T00:00:00Z","Gmina Slangerup","","mężczyzna","Odense"
"Adam Brendel","","1700-01-01T00:00:00Z","Hof","","mężczyzna","Wittenberga"
"Sean Russell","","1952-01-01T00:00:00Z","Toronto","","mężczyzna",""
"Adam Brooks","","1956-09-03T00:00:00Z","Toronto","","mężczyzna",""
"Serge Moati","","1946-08-17T00:00:00Z","Tunis","","mężczyzna",""
"Bruce Chatwin","","1940-05-13T00:00:00Z","Sheffield","Jorge Luis Borges","mężczyzna","Nicea"
"Bruce Chatwin","","1940-05-13T00:00:00Z","Sheffield","Evelyn Waugh","mężczyzna","Nicea"
"Bruce Chatwin","","1940-05-13T00:00:00Z","Sheffield","Jerome K. Jerome","mężczyzna","Nicea"
"Bruce Chatwin","","1940-05-13T00:00:00Z","Sheffield","Robert Byron","mężczyzna","Nicea"
"John Hegley","","1953-10-01T00:00:00Z","Wielki Londyn","","mężczyzna",""
"Adam Cadre","","1974-02-05T00:00:00Z","Silver Spring","","mężczyzna",""
"Ned Buntline","","1821-03-20T00:00:00Z","Nowy Jork","","mężczyzna","Nowy Jork"
"Roger Hargreaves","","1935-05-09T00:00:00Z","Cleckheaton","","mężczyzna","Guernsey"
"Adam Curry","","1964-09-03T00:00:00Z","Hrabstwo Arlington","","mężczyzna",""
"Robert Charroux","","1909-04-07T00:00:00Z","Payroux","","mężczyzna","Charroux"
"Anton Maria Salvini","","1653-01-12T00:00:00Z","Florencja","","mężczyzna","Florencja"
"Adam Curtis","","1955-05-26T00:00:00Z","Kent","","mężczyzna",""
"Charles Wesley","","1707-12-18T00:00:00Z","North Lincolnshire","","mężczyzna","Londyn"
"Peggy Noonan","","1950-09-07T00:00:00Z","Brooklyn","","kobieta",""
"Marie-Louise Berneri","","1918-03-01T00:00:00Z","Arezzo","","kobieta","Londyn"
"Luiz Alfredo Garcia Roza","","1936-01-01T00:00:00Z","Rio de Janeiro","","mężczyzna",""
"John Cameron Mitchell","","1963-04-21T00:00:00Z","El Paso","","mężczyzna",""
"Frans Gunnar Bengtsson","","1894-10-04T00:00:00Z","Skania","","mężczyzna","Västergötland"
"Perec Hirszbejn","","1880-11-07T00:00:00Z","Kleszczele","","mężczyzna","Los Angeles"
"Marcia Muller","","1944-09-28T00:00:00Z","Detroit","","kobieta",""
"Carmen Berenguer","","1946-01-01T00:00:00Z","Santiago","","kobieta",""
"Luís Cristóvão dos Santos","","1916-12-25T00:00:00Z","Pesqueira","","mężczyzna","Recife"
"David Morrell","","1943-04-24T00:00:00Z","Kitchener","","mężczyzna",""
"Aminata Sow Fall","","1941-04-27T00:00:00Z","Saint-Louis","","kobieta",""
"Stobajos","","0401-01-01T00:00:00Z","Stobi","","mężczyzna",""
"Cristina Fallarás","","1968-01-01T00:00:00Z","Saragossa","","kobieta",""
"Mary Roach","","1959-03-20T00:00:00Z","Etna","","kobieta",""
"Edoardo Sanguineti","","1930-12-09T00:00:00Z","Genua","","mężczyzna","Genua"
"Mansúra Izz ad-Dín","","1976-01-01T00:00:00Z","","","kobieta",""
"Rhianna Pratchett","","1976-12-30T00:00:00Z","Rowberrow","","kobieta",""
"Rosa Yaseen Hasan","","1974-12-01T00:00:00Z","Damaszek","","kobieta",""
"Askoniusz Pedianus","","-008-01-01T00:00:00Z","Padwa","","mężczyzna","Rzym"
"Helen Cresswell","","1934-07-11T00:00:00Z","Kirkby-in-Ashfield","","kobieta",""
"Kate O'Brien","","1897-12-03T00:00:00Z","Limerick","","kobieta","Canterbury"
"Nicola Griffith","","1960-09-30T00:00:00Z","Yorkshire","","kobieta",""
"Felicia Pearson","","1980-05-18T00:00:00Z","Baltimore","","kobieta",""
"Dan Schneider","","1966-01-14T00:00:00Z","Memphis","","mężczyzna",""
"Imogen Holst","","1907-04-12T00:00:00Z","Surrey","","kobieta","Aldeburgh"
"Sándor Weöres","","1913-06-22T00:00:00Z","Szombathely","","mężczyzna","Budapeszt"
"Katherine Tingley","","1847-07-06T00:00:00Z","Massachusetts","","kobieta","Visingsö"
"Franca Rame","","1929-07-18T00:00:00Z","Parabiago","","kobieta","Mediolan"
"Mary Margaret Kaye","","1908-08-21T00:00:00Z","Shimla","","kobieta","Lavenham"
"Per Daniel Amadeus Atterbom","","1790-01-19T00:00:00Z","Gmina Boxholm","","mężczyzna","Uppsala"
"Per Daniel Amadeus Atterbom","","1790-01-19T00:00:00Z","Gmina Boxholm","","mężczyzna","Stockholm city"
"Gayle Rubin","","1949-01-01T00:00:00Z","Karolina Południowa","Michel Foucault","kobieta",""
"Nora Joyce","","1884-03-21T00:00:00Z","Galway","","kobieta","Zurych"
"Tullia d'Aragona","","1510-01-01T00:00:00Z","Rzym","","kobieta","Rzym"
"Lockroy","","1803-02-17T00:00:00Z","Turyn","","mężczyzna","Paryż"
"Marion Chesney","","1936-01-01T00:00:00Z","Glasgow","","kobieta",""
"Jacques de Mahieu","","1915-10-31T00:00:00Z","Marsylia","","mężczyzna","Buenos Aires"
"Bruce Alexander Cook","","1932-04-07T00:00:00Z","Chicago","","mężczyzna","Los Angeles"
"Gösta Werner","","1908-05-15T00:00:00Z","Gmina Skurup","","mężczyzna","Sztokholm"
"Abel Paz","","1921-08-12T00:00:00Z","Almería","","mężczyzna","Barcelona"
"Carlo Maria Martini","","1927-02-15T00:00:00Z","Turyn","","mężczyzna","Gallarate"
"Deepak Chopra","","1946-10-22T00:00:00Z","Nowe Delhi","","mężczyzna",""
"Henry Rollins","","1961-02-13T00:00:00Z","Waszyngton","","mężczyzna",""
"Abelardo Arias","","1918-01-01T00:00:00Z","Córdoba","","mężczyzna","Buenos Aires"
"Abelardo Castillo","","1935-03-27T00:00:00Z","Buenos Aires","","mężczyzna","Buenos Aires"
"Martin Bucer","","1491-11-20T00:00:00Z","Sélestat","","mężczyzna","Cambridge"
"Fernando Fernán Gómez","","1921-08-28T00:00:00Z","Lima","","mężczyzna","Madryt"
"Baltasar Garzón","","1955-10-26T00:00:00Z","Torres","","mężczyzna",""
"Terry Brooks","","1944-01-08T00:00:00Z","Sterling","","mężczyzna",""
"Neale Donald Walsch","","1943-09-10T00:00:00Z","Milwaukee","","mężczyzna",""
"Hynek Podiebradowicz","","1452-05-18T00:00:00Z","Praga","","mężczyzna","Podiebrady"
"Han Yu","","0768-01-01T00:00:00Z","Nanyang","","mężczyzna","Chang'an"
"Rush Limbaugh","","1951-01-12T00:00:00Z","Cape Girardeau","","mężczyzna",""
"Al Franken","","1951-05-21T00:00:00Z","Nowy Jork","","mężczyzna",""
"Alex Jones","","1974-02-11T00:00:00Z","Dallas","","mężczyzna",""
"Chaim Topol","","1935-09-09T00:00:00Z","Tel Awiw-Jafa","","mężczyzna",""
"Peter Ackroyd","","1949-10-05T00:00:00Z","Londyn","","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Franz Kafka","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Herman Melville","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Karol Dickens","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Mervyn Peake","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Jonathan Swift","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","James Graham Ballard","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Zane Grey","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Bruno Schulz","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Howard Phillips Lovecraft","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Ursula K. Le Guin","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Jack Vance","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Ousmane Sembène","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Michael Moorcock","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Gene Wolfe","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Thomas M. Disch","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","William Hope Hodgson","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","M. John Harrison","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","Michael de Larrabeiti","mężczyzna",""
"China Miéville","","1972-09-06T00:00:00Z","Norwich","John Ehle","mężczyzna",""
"Eugène Scribe","","1791-12-24T00:00:00Z","Paryż","","mężczyzna","Paryż"
"Azyniusz Pollion","","-075-01-01T00:00:00Z","Chieti","","mężczyzna","Tusculum"
"Douglas Hofstadter","","1945-02-15T00:00:00Z","Nowy Jork","","mężczyzna",""
"Art Buchwald","","1925-10-20T00:00:00Z","Mount Vernon","","mężczyzna","Waszyngton"
"Tim Kring","","1957-07-09T00:00:00Z","Hrabstwo El Dorado","","mężczyzna",""
"Antoine Galland","","1646-04-04T00:00:00Z","Rollot","","mężczyzna","Paryż"
"Epimenides z Krety","","-700-01-01T00:00:00Z","","","mężczyzna",""
"Alfons Nossol","","1932-08-08T00:00:00Z","Brożec","","mężczyzna",""
"Minucjusz Feliks","","0200-01-01T00:00:00Z","Cirta","","mężczyzna",""
"Aimo Cajander","","1879-04-04T00:00:00Z","Uusikaupunki","","mężczyzna","Helsinki"
"Jerzy Kosiński","","1933-06-14T00:00:00Z","Łódź","","mężczyzna","Manhattan"
"Sait Faik Abasıyanık","","1906-11-23T00:00:00Z","Adapazarı","","mężczyzna","Stambuł"
"Juš Kozak","","1892-06-26T00:00:00Z","Lublana","","mężczyzna","Lublana"
"Walter Veltroni","","1955-07-03T00:00:00Z","Rzym","","mężczyzna",""
"Matteo Maria Boiardo","","1441-01-01T00:00:00Z","Scandiano","","mężczyzna","Reggio nell'Emilia"
"Śri Chinmoy","","1931-08-27T00:00:00Z","Chittagong District","","mężczyzna","Nowy Jork"
"Wang Anshi","","1021-12-14T00:00:00Z","Linchuan District","","mężczyzna","Nankin"
"Adamantios Korais","Adamance Coray","1748-04-27T00:00:00Z","Izmir","","mężczyzna","Paryż"
"Ray Kroc","","1902-10-05T00:00:00Z","Oak Park","","mężczyzna","San Diego"
"Georg Kühlewind","","1924-03-06T00:00:00Z","Budapeszt","","mężczyzna","Budapeszt"
"Louis B. Mayer","","1884-07-12T00:00:00Z","Mińsk","","mężczyzna","Los Angeles"
"Rigas Feraios","","1757-01-01T00:00:00Z","Feres, Magnesia","","mężczyzna","Belgrad"
"Oscar Hammerstein II","","1895-07-12T00:00:00Z","Nowy Jork","","mężczyzna","Doylestown"
"John Fante","","1909-04-08T00:00:00Z","Boulder","","mężczyzna","Woodland Hills (Los Angeles)"
"Richard Wright","","1908-09-04T00:00:00Z","Natchez","","mężczyzna","Paryż"
"Oliver Wendell Holmes","","1809-08-29T00:00:00Z","Cambridge","","mężczyzna","Boston"
"Władimir Sorokin","","1955-08-07T00:00:00Z","Bykowo (obwód moskiewski)","","mężczyzna",""
"Lukas Moodysson","","1969-01-17T00:00:00Z","Lund","","mężczyzna",""
"Aleksander Benois","","1870-05-03T00:00:00Z","Petersburg","","mężczyzna","Paryż"
"Booker Washington","","1856-04-05T00:00:00Z","Hrabstwo Franklin","","mężczyzna","Tuskegee"
"Zeev Żabotyński","","1880-10-17T00:00:00Z","Odessa","","mężczyzna","Nowy Jork"
"Hermann Knackfuss","","1848-08-11T00:00:00Z","Wissen","","mężczyzna","Kassel"
"Carl Bernstein","","1944-02-14T00:00:00Z","Waszyngton","","mężczyzna",""
"Vincent D'Onofrio","","1959-06-30T00:00:00Z","Brooklyn","","mężczyzna",""
"Thomas Dewey","","1902-03-24T00:00:00Z","Owosso","","mężczyzna","Bal Harbour"
"Léo Ferré","","1916-08-24T00:00:00Z","Monako","","mężczyzna","Castellina in Chianti"
"Jan z Ávili","","1500-01-15T00:00:00Z","Almodóvar del Campo","","mężczyzna","Montilla"
"Ryan White","","1971-12-06T00:00:00Z","Kokomo","","mężczyzna","Indianapolis"
"Jean d'Ormesson","","1925-06-16T00:00:00Z","Paryż","","mężczyzna",""
"Donald Barthelme","","1931-04-07T00:00:00Z","Filadelfia","","mężczyzna","Houston"
"David H. Ahl","","1939-01-01T00:00:00Z","","","mężczyzna",""
"Francis Jammes","","1868-12-02T00:00:00Z","Tournay","","mężczyzna","Hasparren"
"Rémy de Gourmont","","1858-04-04T00:00:00Z","Argentan","","mężczyzna","Paryż"
"Jean-François Paul de Gondi","","1613-09-29T00:00:00Z","Marna","","mężczyzna","Paryż"
"Jean Echenoz","","1947-12-26T00:00:00Z","Orange","","mężczyzna",""
"Antoni Arnauld","","1612-02-06T00:00:00Z","Paryż","Blaise Pascal","mężczyzna","Bruksela"
"Lawrence Wright","","1947-08-02T00:00:00Z","Oklahoma City","","mężczyzna",""
"Charlotte MacLeod","","1922-11-12T00:00:00Z","Nowy Brunszwik","","kobieta","Lewiston"
