"numer_adres";"stan_zdrowia";"y_wgs84";"dzielnica";"adres";"lokalizacja";"wiek_w_dni";"srednica_k";"pnie_obwod";"miasto";"jednostka";"x_pl2000";"wysokosc";"y_pl2000";"numer_inw";"﻿x_wgs84";"_id";"gatunek_1";"gatunek";"data_wyk_pom"
"";"średni";"52.257061";"Praga Północ";"ul. WOŁOMIŃSKA";"Ulica WOŁOMIŃSKA";"80";"14";"201";"Warszawa";"Dzielnica Praga Północ";"7503538";"15";"5791502.00181818";"D209720";"21.051817";5445;"Acer negundo";"klon jesionolistny";"20110801"
"";"dobry";"52.255225";"Praga Północ";"ul. TARGOWA";"Ulica TARGOWA";"70";"16";"277";"Warszawa";"Dzielnica Praga Północ";"7502340";"15";"5791297.00181818";"D209721";"21.03427";5446;"Acer negundo";"klon jesionolistny";"20110801"
"";"średni";"52.255666";"Praga Północ";"ul. TARGOWA";"Ulica TARGOWA";"50";"12";"138";"Warszawa";"Dzielnica Praga Północ";"7502316";"13";"5791346.00181818";"D209722";"21.033919";5447;"Acer platanoides";"klon pospolity";"20110801"
"";"średni";"52.255874";"Praga Północ";"ul. TARGOWA";"Ulica TARGOWA";"40";"5";"72";"Warszawa";"Dzielnica Praga Północ";"7502332.8986014";"7";"5791369.20461538";"D209723";"21.034166";5448;"Tilia platyphyllos";"lipa szerokolistna";"20110801"
"";"dobry";"52.255922";"Praga Północ";"ul. TARGOWA";"Ulica TARGOWA";"60";"8";"136";"Warszawa";"Dzielnica Praga Północ";"7502328.79258741";"9";"5791374.48111888";"D209724";"21.034106";5449;"Tilia platyphyllos";"lipa szerokolistna";"20110801"
"";"średni";"52.255971";"Praga Północ";"ul. TARGOWA";"Ulica TARGOWA";"40";"6";"77";"Warszawa";"Dzielnica Praga Północ";"7502326";"5";"5791380.00181818";"D209725";"21.034065";5450;"Tilia  sp.";"lipa  sp.";"20110801"
"";"średni";"52.256007";"Praga Północ";"ul. TARGOWA";"Ulica TARGOWA";"40";"6";"60";"Warszawa";"Dzielnica Praga Północ";"7502322";"6";"5791384.00181818";"D209726";"21.034007";5451;"Tilia  sp.";"lipa  sp.";"20110801"
"";"zły";"52.25607";"Praga Północ";"ul. TARGOWA";"Ulica TARGOWA";"40";"7";"59";"Warszawa";"Dzielnica Praga Północ";"7502317";"6";"5791391.00181818";"D209727";"21.033934";5452;"Tilia  sp.";"lipa  sp.";"20110801"
"";"zły";"52.256123";"Praga Północ";"ul. TARGOWA";"Ulica TARGOWA";"40";"6";"56";"Warszawa";"Dzielnica Praga Północ";"7502313.15874126";"6";"5791396.84307692";"D209728";"21.033877";5453;"Tilia  sp.";"lipa  sp.";"20110801"
"";"dobry";"52.256182";"Praga Północ";"ul. TARGOWA";"Ulica TARGOWA";"10";"2";"17";"Warszawa";"Dzielnica Praga Północ";"7502308.47622378";"5";"5791403.47818182";"D209729";"21.033809";5454;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"dobry";"52.256032";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"10";"0,8";"20";"Warszawa";"Dzielnica Praga Północ";"7502902.19496503";"5";"5791387.02559441";"D209731";"21.042504";5456;"Quercus robur ""Fastigiate Koster''";"dąb szypułkowy ''Fastigiate Koster""";"20110801"
"";"średni";"52.256046";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"10";"0,8";"19";"Warszawa";"Dzielnica Praga Północ";"7502904.98867133";"4";"5791388.62867133";"D209732";"21.042545";5457;"Quercus robur ""Fastigiate Koster''";"dąb szypułkowy ''Fastigiate Koster""";"20110801"
"";"dobry";"52.256058";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"10";"0,8";"18";"Warszawa";"Dzielnica Praga Północ";"7502907.82993007";"4";"5791389.94615385";"D209733";"21.042587";5458;"Quercus robur ""Fastigiate Koster''";"dąb szypułkowy ''Fastigiate Koster""";"20110801"
"";"dobry";"52.256094";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"10";"1";"18";"Warszawa";"Dzielnica Praga Północ";"7502916";"5,5";"5791394.00181818";"D209734";"21.042706";5459;"Quercus robur ""Fastigiate Koster''";"dąb szypułkowy ''Fastigiate Koster""";"20110801"
"";"zły";"52.256112";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"10";"0,8";"20";"Warszawa";"Dzielnica Praga Północ";"7502919";"4";"5791396.00181818";"D209735";"21.04275";5460;"Quercus robur ""Fastigiate Koster''";"dąb szypułkowy ''Fastigiate Koster""";"20110801"
"";"średni";"52.256128";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"10";"0,8";"13";"Warszawa";"Dzielnica Praga Północ";"7502921.48797203";"4";"5791397.79692308";"D209736";"21.042787";5461;"Quercus robur ""Fastigiate Koster''";"dąb szypułkowy ''Fastigiate Koster""";"20110801"
"";"dobry";"52.25614";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"10";"0,8";"22";"Warszawa";"Dzielnica Praga Północ";"7502923.77356643";"5";"5791399.0351049";"D209737";"21.04282";5462;"Quercus robur ""Fastigiate Koster''";"dąb szypułkowy ''Fastigiate Koster""";"20110801"
"";"średni";"52.256155";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"10";"1";"27";"Warszawa";"Dzielnica Praga Północ";"7502926.48797203";"4";"5791400.79692308";"D209738";"21.04286";5463;"Quercus robur ""Fastigiate Koster''";"dąb szypułkowy ''Fastigiate Koster""";"20110801"
"";"średni";"52.256173";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"10";"1";"12";"Warszawa";"Dzielnica Praga Północ";"7502930.48797203";"4";"5791402.79692308";"D209739";"21.042919";5464;"Quercus robur ""Fastigiate Koster''";"dąb szypułkowy ''Fastigiate Koster""";"20110801"
"";"dobry";"52.256182";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"10";"1";"19";"Warszawa";"Dzielnica Praga Północ";"7502932.48797203";"4";"5791403.79692308";"D209740";"21.042948";5465;"Quercus robur ""Fastigiate Koster''";"dąb szypułkowy ''Fastigiate Koster""";"20110801"
"";"dobry";"52.255933";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"2";"21";"Warszawa";"Dzielnica Praga Północ";"7502859";"4";"5791376.00181818";"D209741";"21.041871";5466;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"dobry";"52.255951";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"2";"26";"Warszawa";"Dzielnica Praga Północ";"7502865";"4";"5791378.00181818";"D209742";"21.041959";5467;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"dobry";"52.255996";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"2,5";"26";"Warszawa";"Dzielnica Praga Północ";"7502876";"4";"5791383.00181818";"D209743";"21.04212";5468;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"średni";"52.256067";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"60";"8";"124, 115";"Warszawa";"Dzielnica Praga Północ";"7502898";"9";"5791391.00181818";"D209744";"21.042443";5469;"Acer negundo";"klon jesionolistny";"20110801"
"";"dobry";"52.256135";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"2";"29";"Warszawa";"Dzielnica Praga Północ";"7502893.77426573";"7";"5791398.50321678";"D209745";"21.042381";5470;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"dobry";"52.256157";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"1,5";"25";"Warszawa";"Dzielnica Praga Północ";"7502898";"6";"5791401.00181818";"D209746";"21.042443";5471;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"dobry";"52.256175";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"2";"29";"Warszawa";"Dzielnica Praga Północ";"7502902";"5";"5791403.00181818";"D209747";"21.042501";5472;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"dobry";"52.256211";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"1,5";"21";"Warszawa";"Dzielnica Praga Północ";"7502907";"4";"5791407.00181818";"D209748";"21.042575";5473;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"dobry";"52.256238";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"1";"23";"Warszawa";"Dzielnica Praga Północ";"7502912";"3,5";"5791410.00181818";"D209749";"21.042648";5474;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"dobry";"52.256256";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"2";"25";"Warszawa";"Dzielnica Praga Północ";"7502917";"6";"5791412.00181818";"D209750";"21.042721";5475;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"średni";"52.256586";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"4";"0,3";"8";"Warszawa";"Dzielnica Praga Północ";"7503018.74391608";"1,7";"5791448.76993007";"D209766";"21.044212";5491;"Fraxinus excelsior";"jesion wyniosły";"20110801"
"";"dobry";"52.256283";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"2";"22";"Warszawa";"Dzielnica Praga Północ";"7502922";"5";"5791415.00181818";"D209751";"21.042794";5476;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"średni";"52.256193";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"2";"25";"Warszawa";"Dzielnica Praga Północ";"7502919";"4,5";"5791405.00181818";"D209752";"21.04275";5477;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"dobry";"52.256247";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"5";"1,5";"15";"Warszawa";"Dzielnica Praga Północ";"7502921";"3";"5791411.00181818";"D209753";"21.04278";5478;"Juglans regia";"orzech włoski";"20110801"
"";"średni";"52.256308";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"30";"6";"93";"Warszawa";"Dzielnica Praga Północ";"7502927";"12";"5791417.76993007";"D209754";"21.042868";5479;"Acer negundo";"klon jesionolistny";"20110801"
"";"dobry";"52.256299";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"50";"9";"140";"Warszawa";"Dzielnica Praga Północ";"7502928";"12";"5791416.76993007";"D209755";"21.042882";5480;"Acer negundo";"klon jesionolistny";"20110801"
"";"dobry";"52.2564";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"3";"30";"Warszawa";"Dzielnica Praga Północ";"7502939";"2";"5791428.00181818";"D209756";"21.043044";5481;"Tilia  sp.";"lipa  sp.";"20110801"
"";"dobry";"52.256295";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"1";"22";"Warszawa";"Dzielnica Praga Północ";"7502949.28559441";"5";"5791416.36685315";"D209757";"21.043194";5482;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"średni";"52.256317";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"2";"25";"Warszawa";"Dzielnica Praga Północ";"7502954.80937063";"5";"5791418.84307692";"D209758";"21.043275";5483;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"średni";"52.256344";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"2,5";"21";"Warszawa";"Dzielnica Praga Północ";"7502959.53916084";"4";"5791421.79692308";"D209759";"21.043344";5484;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"średni";"52.128199";"Ursynów";"ul. RYBAŁTÓW";"Ulica RYBAŁTÓW";"0";"3,5";"22";"Warszawa";"Dzielnica Ursynów";"7503816.10405594";"5,5";"5777164.64881119";"D212094";"21.055729";7752;"Acer platanoides";"klon pospolity";"20110728"
"";"zły";"52.256413";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"2";"29";"Warszawa";"Dzielnica Praga Północ";"7502953.61482518";"4";"5791429.50391608";"D209760";"21.043258";5485;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"zły";"52.256449";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"2";"27";"Warszawa";"Dzielnica Praga Północ";"7502961.72993007";"4";"5791433.49370629";"D209761";"21.043376";5486;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"dobry";"52.256579";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"15";"5";"35, 21, 34";"Warszawa";"Dzielnica Praga Północ";"7502995";"3,5";"5791448.00181818";"D209762";"21.043864";5487;"Rhus typhina";"sumak octowiec";"20110801"
"";"dobry";"52.256512";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"20";"5";"43";"Warszawa";"Dzielnica Praga Północ";"7503000.47622378";"7";"5791440.49370629";"D209763";"21.043944";5488;"Quercus robur";"dąb szypułkowy";"20110801"
"";"średni";"52.256621";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"12";"3";"30";"Warszawa";"Dzielnica Praga Północ";"7503017.80937063";"4";"5791452.68433566";"D209764";"21.044198";5489;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"dobry";"52.256595";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"10";"3";"28";"Warszawa";"Dzielnica Praga Północ";"7503021.74391608";"4";"5791449.76993007";"D209765";"21.044256";5490;"Acer negundo";"klon jesionolistny";"20110801"
"";"średni";"52.153418";"Ursynów";"ul. POLECZKI";"Ulica POLECZKI";"0";"1";"15";"Warszawa";"Dzielnica Ursynów";"7501102.93454545";"1,5";"5779969.22839161";"D214389";"21.016116";10042;"Crataegus sp.";"głóg sp.";"20110715"
"";"średni";"52.256812";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"30";"5";"38";"Warszawa";"Dzielnica Praga Północ";"7503053.47622378";"3";"5791473.96993007";"D209767";"21.044721";5492;"Robinia pseudoacacia 'Umbraculifera'";"robinia biała ""Umbraculifera""";"20110801"
"";"dobry";"52.256795";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"30";"6";"52";"Warszawa";"Dzielnica Praga Północ";"7503051";"4,5";"5791472.00181818";"D209768";"21.044684";5493;"Robinia pseudoacacia 'Umbraculifera'";"robinia biała ""Umbraculifera""";"20110801"
"";"średni";"52.256813";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"30";"4";"59";"Warszawa";"Dzielnica Praga Północ";"7503056";"4";"5791474.00181818";"D209769";"21.044757";5494;"Robinia pseudoacacia 'Umbraculifera'";"robinia biała ""Umbraculifera""";"20110801"
"";"średni";"52.256766";"Praga Północ";"ul. BIAŁOSTOCKA";"Ulica BIAŁOSTOCKA";"18";"5";"34";"Warszawa";"Dzielnica Praga Północ";"7503057.44433566";"5";"5791468.76377622";"D209770";"21.044779";5495;"Thuja occidentalis ""Fastigiata""";"żywotnik zachodni ""Fastigiata""";"20110801"
"";"średni";"52.279719";"Praga Północ";"ul. JAGIELLOŃSKA";"Ulica JAGIELLOŃSKA";"40";"8";"101";"Warszawa";"Dzielnica Praga Północ";"7500748.87286713";"10";"5794021.79748252";"D209771";"21.010973";5496;"Acer platanoides";"klon pospolity";"20110801"
"";"średni";"52.279782";"Praga Północ";"ul. JAGIELLOŃSKA";"Ulica JAGIELLOŃSKA";"40";"8";"113";"Warszawa";"Dzielnica Praga Północ";"7500745.87286713";"10";"5794028.79748252";"D209772";"21.01093";5497;"Acer platanoides";"klon pospolity";"20110801"
"";"średni";"52.279901";"Praga Północ";"ul. JAGIELLOŃSKA";"Ulica JAGIELLOŃSKA";"40";"8";"140";"Warszawa";"Dzielnica Praga Północ";"7500741";"9";"5794042.00181818";"D209773";"21.010858";5498;"Acer platanoides";"klon pospolity";"20110801"
